N,calculated_pi,error,time
821,3.143040,0.055632,0.000013
822,3.143041,0.055533,0.000013
823,3.143047,0.055538,0.000013
824,3.143029,0.055552,0.000013
825,3.143030,0.055434,0.000013
826,3.143022,0.055371,0.000013
827,3.143008,0.055244,0.000013
828,3.143019,0.055196,0.000013
829,3.143001,0.055084,0.000013
830,3.143031,0.054981,0.000013
831,3.143037,0.054997,0.000013
832,3.143005,0.054933,0.000013
833,3.142987,0.054942,0.000013
834,3.142959,0.054892,0.000013
835,3.142970,0.054913,0.000014
836,3.142943,0.054778,0.000013
837,3.142925,0.054691,0.000013
838,3.142940,0.054566,0.000014
839,3.142908,0.054522,0.000014
840,3.142905,0.054579,0.000013
841,3.142920,0.054455,0.000014
842,3.142907,0.054472,0.000014
843,3.142913,0.054494,0.000014
844,3.142948,0.054408,0.000014
845,3.142935,0.054390,0.000014
846,3.142931,0.054294,0.000014
847,3.142914,0.054338,0.000013
848,3.142906,0.054328,0.000014
849,3.143001,0.054396,0.000014
850,3.143016,0.054425,0.000014
851,3.143013,0.054384,0.000014
852,3.142991,0.054348,0.000014
853,3.142996,0.054294,0.000014
854,3.142988,0.054297,0.000014
855,3.142971,0.054357,0.000014
856,3.142972,0.054276,0.000014
857,3.142721,0.054250,0.000014
858,3.142718,0.054139,0.000014
859,3.142715,0.054221,0.000014
860,3.142740,0.054125,0.000014
861,3.142685,0.054099,0.000014
862,3.142659,0.054090,0.000014
863,3.142633,0.054095,0.000014
864,3.142657,0.054069,0.000014
865,3.142617,0.054114,0.000014
866,3.142605,0.054070,0.000014
867,3.142616,0.053949,0.000014
868,3.142618,0.053859,0.000014
869,3.142619,0.053831,0.000014
870,3.142589,0.053738,0.000014
871,3.142631,0.053665,0.000014
872,3.142633,0.053664,0.000014
873,3.142515,0.053693,0.000014
874,3.142485,0.053692,0.000014
875,3.142491,0.053593,0.000014
876,3.142461,0.053602,0.000014
877,3.142477,0.053574,0.000014
878,3.142501,0.053529,0.000014
879,3.142553,0.053514,0.000014
880,3.142550,0.053467,0.000014
881,3.142524,0.053477,0.000014
882,3.142535,0.053409,0.000014
883,3.142546,0.053380,0.000014
884,3.142538,0.053350,0.000015
885,3.142554,0.053238,0.000015
886,3.142546,0.053265,0.000015
887,3.142530,0.053164,0.000015
888,3.142559,0.053170,0.000015
889,3.142569,0.053175,0.000015
890,3.142701,0.053146,0.000014
891,3.142712,0.053052,0.000015
892,3.142722,0.052933,0.000015
893,3.142719,0.052910,0.000015
894,3.142761,0.052992,0.000015
895,3.142758,0.052968,0.000015
896,3.142804,0.052890,0.000015
897,3.142729,0.052912,0.000015
898,3.142739,0.052833,0.000014
899,3.142736,0.052817,0.000014
900,3.142707,0.052864,0.000014
901,3.142735,0.052857,0.000015
902,3.142736,0.052780,0.000015
903,3.142751,0.052805,0.000015
904,3.142761,0.052817,0.000015
905,3.142731,0.052789,0.000015
906,3.142746,0.052777,0.000015
907,3.142743,0.052734,0.000015
908,3.142714,0.052668,0.000015
909,3.142706,0.052618,0.000015
910,3.142708,0.052484,0.000015
911,3.142705,0.052439,0.000015
912,3.142741,0.052446,0.000015
913,3.142743,0.052440,0.000015
914,3.142744,0.052372,0.000015
915,3.142824,0.052390,0.000015
916,3.142847,0.052428,0.000015
917,3.142774,0.052385,0.000015
918,3.142824,0.052346,0.000015
919,3.142820,0.052230,0.000015
920,3.142830,0.052197,0.000015
921,3.142819,0.052108,0.000015
922,3.142824,0.052045,0.000015
923,3.142839,0.051982,0.000015
924,3.142870,0.052093,0.000015
925,3.142893,0.052048,0.000015
926,3.142911,0.052015,0.000015
927,3.142891,0.052000,0.000015
928,3.142897,0.051963,0.000015
929,3.142984,0.051897,0.000015
930,3.142963,0.051864,0.000015
931,3.142934,0.051817,0.000015
932,3.142940,0.051803,0.000015
933,3.142950,0.051711,0.000015
934,3.142955,0.051621,0.000015
935,3.142973,0.051609,0.000015
936,3.143009,0.051635,0.000015
937,3.143014,0.051670,0.000015
938,3.143028,0.051660,0.000015
939,3.142961,0.051589,0.000015
940,3.142957,0.051533,0.000015
941,3.143052,0.051480,0.000015
942,3.143117,0.051461,0.000015
943,3.143118,0.051454,0.000015
944,3.143136,0.051421,0.000016
945,3.143145,0.051395,0.000016
946,3.143142,0.051369,0.000016
947,3.143159,0.051381,0.000016
948,3.143173,0.051352,0.000016
949,3.143132,0.051358,0.000016
950,3.143120,0.051388,0.000016
951,3.143100,0.051372,0.000016
952,3.143109,0.051340,0.000016
953,3.143102,0.051393,0.000016
954,3.143111,0.051322,0.000016
955,3.143104,0.051336,0.000016
956,3.143038,0.051406,0.000016
957,3.143051,0.051330,0.000015
958,3.143031,0.051399,0.000015
959,3.143057,0.051387,0.000015
960,3.143071,0.051328,0.000016
961,3.143068,0.051385,0.000016
962,3.143073,0.051335,0.000016
963,3.143082,0.051325,0.000015
964,3.143091,0.051312,0.000016
965,3.143088,0.051248,0.000016
966,3.143006,0.051118,0.000016
967,3.143123,0.051119,0.000016
968,3.143095,0.051062,0.000015
969,3.143096,0.050954,0.000016
970,3.143085,0.050981,0.000016
971,3.143081,0.050944,0.000016
972,3.143198,0.050865,0.000016
973,3.143186,0.050737,0.000016
974,3.143170,0.050664,0.000016
975,3.143171,0.050667,0.000016
976,3.143164,0.050655,0.000016
977,3.143153,0.050638,0.000016
978,3.143153,0.050650,0.000016
979,3.143134,0.050680,0.000016
980,3.143135,0.050708,0.000016
981,3.143152,0.050711,0.000017
982,3.143136,0.050679,0.000016
983,3.143105,0.050717,0.000016
984,3.143102,0.050687,0.000016
985,3.143107,0.050664,0.000016
986,3.143120,0.050713,0.000017
987,3.143133,0.050764,0.000017
988,3.143130,0.050650,0.000016
989,3.143143,0.050621,0.000017
990,3.143139,0.050606,0.000016
991,3.143169,0.050607,0.000016
992,3.143190,0.050505,0.000016
993,3.143170,0.050508,0.000016
994,3.143171,0.050491,0.000017
995,3.143128,0.050506,0.000017
996,3.143141,0.050624,0.000017
997,3.143137,0.050585,0.000017
998,3.143134,0.050556,0.000017
999,3.143123,0.050555,0.000016
1000,3.143000,0.050495,0.000016
1001,3.142985,0.050441,0.000016
1002,3.142982,0.050424,0.000016
1003,3.142999,0.050443,0.000016
1004,3.142992,0.050331,0.000016
1005,3.142985,0.050235,0.000016
1006,3.142962,0.050224,0.000017
1007,3.142971,0.050095,0.000016
1008,3.142980,0.050071,0.000016
1009,3.142993,0.050040,0.000016
1010,3.142958,0.049950,0.000016
1011,3.142991,0.049995,0.000016
1012,3.142996,0.050133,0.000016
1013,3.142993,0.050053,0.000016
1014,3.142974,0.049982,0.000016
1015,3.142952,0.049952,0.000016
1016,3.142972,0.049961,0.000016
1017,3.142993,0.049961,0.000016
1018,3.142967,0.049960,0.000016
1019,3.142873,0.049943,0.000016
1020,3.142875,0.049984,0.000016
1021,3.142876,0.049941,0.000016
1022,3.142857,0.049842,0.000016
1023,3.142850,0.049761,0.000016
1024,3.142785,0.049691,0.000016
1025,3.142798,0.049717,0.000017
1026,3.142791,0.049676,0.000017
1027,3.142812,0.049637,0.000017
1028,3.142763,0.049667,0.000017
1029,3.142744,0.049651,0.000017
1030,3.142726,0.049644,0.000017
1031,3.143127,0.049548,0.000017
1032,3.143081,0.049503,0.000017
1033,3.143078,0.049434,0.000017
1034,3.143075,0.049399,0.000017
1035,3.143092,0.049348,0.000017
1036,3.143232,0.049341,0.000017
1037,3.143236,0.049340,0.000017
1038,3.143237,0.049316,0.000017
1039,3.143226,0.049325,0.000016
1040,3.143235,0.049324,0.000017
1041,3.143235,0.049395,0.000016
1042,3.143240,0.049350,0.000017
1043,3.143241,0.049347,0.000017
1044,3.143211,0.049297,0.000017
1045,3.143208,0.049227,0.000017
1046,3.143258,0.049167,0.000017
1047,3.143289,0.049110,0.000017
1048,3.143324,0.049086,0.000017
1049,3.143348,0.049104,0.000017
1050,3.143337,0.049037,0.000017
1051,3.143334,0.049084,0.000017
1052,3.143327,0.048959,0.000017
1053,3.143293,0.048964,0.000017
1054,3.143271,0.048955,0.000017
1055,3.143268,0.048955,0.000017
1056,3.143277,0.048976,0.000017
1057,3.143273,0.048823,0.000017
1058,3.143195,0.048823,0.000018
1059,3.143180,0.048808,0.000017
1060,3.143257,0.048767,0.000017
1061,3.143269,0.048640,0.000017
1062,3.143258,0.048554,0.000017
1063,3.143262,0.048582,0.000017
1064,3.143256,0.048561,0.000017
1065,3.143249,0.048559,0.000017
1066,3.143287,0.048522,0.000017
1067,3.143273,0.048499,0.000017
1068,3.143281,0.048511,0.000017
1069,3.143259,0.048461,0.000017
1070,3.143312,0.048401,0.000017
1071,3.143331,0.048349,0.000017
1072,3.143336,0.048387,0.000018
1073,3.143336,0.048442,0.000018
1074,3.143345,0.048426,0.000018
1075,3.143178,0.048422,0.000018
1076,3.143208,0.048332,0.000017
1077,3.143213,0.048336,0.000017
1078,3.143206,0.048310,0.000017
1079,3.143170,0.048318,0.000018
1080,3.143185,0.048211,0.000018
1081,3.143201,0.048111,0.000018
1082,3.143190,0.048050,0.000018
1083,3.143210,0.047996,0.000018
1084,3.143203,0.047928,0.000017
1085,3.143145,0.047852,0.000017
1086,3.143249,0.047823,0.000017
1087,3.143253,0.047808,0.000017
1088,3.143276,0.047827,0.000017
1089,3.143273,0.047765,0.000017
1090,3.143277,0.047696,0.000017
1091,3.143267,0.047792,0.000017
1092,3.143264,0.047767,0.000017
1093,3.143199,0.047836,0.000017
1094,3.143214,0.047823,0.000017
1095,3.143167,0.047793,0.000017
1096,3.143172,0.047774,0.000018
1097,3.143183,0.047776,0.000017
1098,3.143111,0.047717,0.000018
1099,3.143105,0.047649,0.000018
1100,3.143076,0.047674,0.000017
1101,3.143055,0.047690,0.000017
1102,3.143042,0.047738,0.000018
1103,3.143064,0.047647,0.000018
1104,3.143065,0.047595,0.000018
1105,3.143091,0.047458,0.000018
1106,3.143096,0.047445,0.000018
1107,3.143082,0.047469,0.000018
1108,3.143079,0.047478,0.000018
1109,3.143055,0.047447,0.000018
1110,3.143074,0.047439,0.000018
1111,3.143068,0.047406,0.000018
1112,3.143047,0.047403,0.000018
1113,3.143213,0.047433,0.000018
1114,3.143217,0.047344,0.000018
1115,3.143225,0.047377,0.000018
1116,3.143204,0.047381,0.000018
1117,3.143184,0.047290,0.000017
1118,3.143231,0.047223,0.000018
1119,3.143224,0.047229,0.000018
1120,3.143232,0.047281,0.000018
1121,3.143236,0.047309,0.000018
1122,3.143255,0.047244,0.000018
1123,3.143256,0.047289,0.000018
1124,3.143274,0.047229,0.000018
1125,3.143264,0.047218,0.000018
1126,3.143265,0.047251,0.000018
1127,3.143287,0.047185,0.000018
1128,3.143309,0.047184,0.000018
1129,3.143306,0.047146,0.000018
1130,3.143303,0.047181,0.000018
1131,3.143275,0.047162,0.000018
1132,3.143276,0.047139,0.000018
1133,3.143273,0.047192,0.000018
1134,3.143256,0.047161,0.000018
1135,3.143253,0.047081,0.000018
1136,3.143239,0.047093,0.000018
1137,3.143240,0.046998,0.000018
1138,3.143237,0.046993,0.000018
1139,3.143245,0.046891,0.000018
1140,3.143239,0.046873,0.000018
1141,3.143257,0.046869,0.000018
1142,3.143233,0.046922,0.000018
1143,3.143244,0.046908,0.000018
1144,3.143248,0.047022,0.000018
1145,3.143235,0.047021,0.000018
1146,3.143229,0.047007,0.000018
1147,3.143250,0.046951,0.000018
1148,3.143233,0.046855,0.000018
1149,3.143126,0.046849,0.000018
1150,3.143110,0.046856,0.000018
1151,3.143114,0.046885,0.000018
1152,3.143125,0.046894,0.000019
1153,3.143108,0.046896,0.000019
1154,3.143106,0.046859,0.000019
1155,3.143079,0.046850,0.000019
1156,3.143069,0.046776,0.000018
1157,3.143070,0.046738,0.000018
1158,3.143067,0.046748,0.000019
1159,3.143006,0.046697,0.000019
1160,3.142983,0.046722,0.000019
1161,3.142980,0.046671,0.000019
1162,3.142974,0.046634,0.000019
1163,3.142982,0.046615,0.000018
1164,3.142990,0.046610,0.000019
1165,3.142980,0.046603,0.000019
1166,3.142964,0.046628,0.000019
1167,3.142968,0.046644,0.000019
1168,3.142928,0.046608,0.000018
1169,3.142960,0.046524,0.000018
1170,3.142947,0.046455,0.000018
1171,3.142938,0.046496,0.000018
1172,3.142962,0.046508,0.000018
1173,3.142950,0.046509,0.000018
1174,3.142940,0.046441,0.000018
1175,3.142928,0.046359,0.000019
1176,3.142871,0.046353,0.000019
1177,3.142855,0.046289,0.000019
1178,3.142832,0.046294,0.000019
1179,3.142830,0.046290,0.000019
1180,3.142841,0.046298,0.000019
1181,3.142825,0.046341,0.000019
1182,3.142836,0.046365,0.000019
1183,3.142840,0.046363,0.000019
1184,3.142831,0.046342,0.000019
1185,3.142825,0.046217,0.000019
1186,3.142826,0.046146,0.000019
1187,3.142821,0.046139,0.000019
1188,3.142815,0.046125,0.000019
1189,3.142806,0.046097,0.000019
1190,3.142810,0.046105,0.000019
1191,3.142798,0.046052,0.000019
1192,3.142765,0.045993,0.000019
1193,3.142763,0.046054,0.000019
1194,3.142760,0.046076,0.000019
1195,3.142751,0.046033,0.000019
1196,3.142739,0.046059,0.000019
1197,3.142737,0.045973,0.000019
1198,3.142731,0.045942,0.000019
1199,3.142722,0.045904,0.000019
1200,3.142730,0.045846,0.000019
1201,3.142738,0.045823,0.000019
1202,3.142752,0.045852,0.000019
1203,3.142750,0.045867,0.000019
1204,3.142744,0.045856,0.000019
1205,3.142752,0.045846,0.000019
1206,3.142756,0.045781,0.000019
1207,3.142764,0.045781,0.000019
1208,3.142772,0.045737,0.000019
1209,3.142759,0.045746,0.000019
1210,3.142760,0.045682,0.000019
1211,3.142748,0.045637,0.000019
1212,3.142746,0.045566,0.000019
1213,3.142734,0.045552,0.000019
1214,3.142745,0.045535,0.000020
1215,3.142736,0.045545,0.000020
1216,3.142727,0.045592,0.000020
1217,3.142721,0.045582,0.000020
1218,3.142722,0.045514,0.000020
1219,3.142743,0.045475,0.000019
1220,3.142774,0.045443,0.000019
1221,3.142788,0.045405,0.000019
1222,3.142779,0.045400,0.000032
1223,3.142747,0.045365,0.000019
1224,3.142748,0.045350,0.000019
1225,3.142762,0.045296,0.000019
1226,3.142747,0.045296,0.000019
1227,3.142745,0.045217,0.000019
1228,3.142772,0.045241,0.000019
1229,3.142766,0.045261,0.000019
1230,3.142761,0.045265,0.000019
1231,3.142733,0.045263,0.000019
1232,3.142727,0.045190,0.000020
1233,3.142751,0.045162,0.000020
1234,3.142778,0.045185,0.000020
1235,3.142782,0.045172,0.000020
1236,3.142790,0.045149,0.000019
1237,3.142791,0.045166,0.000019
1238,3.142785,0.045122,0.000020
1239,3.142773,0.045103,0.000019
1240,3.142781,0.045105,0.000020
1241,3.142240,0.044995,0.000019
1242,3.142203,0.044979,0.000020
1243,3.142182,0.044959,0.000020
1244,3.142177,0.044930,0.000020
1245,3.142178,0.044919,0.000020
1246,3.142161,0.044878,0.000019
1247,3.142159,0.044846,0.000020
1248,3.142176,0.044767,0.000020
1249,3.142251,0.044698,0.000019
1250,3.142208,0.044751,0.000020
1251,3.142177,0.044788,0.000020
1252,3.142179,0.044762,0.000020
1253,3.142155,0.044783,0.000019
1254,3.142150,0.044800,0.000020
1255,3.142151,0.044900,0.000020
1256,3.142083,0.044885,0.000020
1257,3.142059,0.044833,0.000020
1258,3.142064,0.044813,0.000020
1259,3.142033,0.044795,0.000020
1260,3.142025,0.044900,0.000020
1261,3.142030,0.044872,0.000020
1262,3.142044,0.044870,0.000020
1263,3.142040,0.044846,0.000020
1264,3.142041,0.044761,0.000020
1265,3.142046,0.044725,0.000020
1266,3.142038,0.044733,0.000020
1267,3.142058,0.044676,0.000020
1268,3.142050,0.044671,0.000020
1269,3.142046,0.044601,0.000020
1270,3.142054,0.044662,0.000020
1271,3.142052,0.044688,0.000020
1272,3.142050,0.044641,0.000020
1273,3.142058,0.044646,0.000020
1274,3.142047,0.044614,0.000020
1275,3.142045,0.044626,0.000020
1276,3.142050,0.044556,0.000020
1277,3.142058,0.044516,0.000020
1278,3.142047,0.044416,0.000020
1279,3.142064,0.044432,0.000020
1280,3.142059,0.044428,0.000020
1281,3.142101,0.044369,0.000020
1282,3.142140,0.044395,0.000020
1283,3.142142,0.044375,0.000021
1284,3.142143,0.044354,0.000020
1285,3.142148,0.044301,0.000020
1286,3.142137,0.044289,0.000020
1287,3.142141,0.044260,0.000020
1288,3.142134,0.044282,0.000020
1289,3.142113,0.044266,0.000020
1290,3.142121,0.044319,0.000020
1291,3.142110,0.044291,0.000020
1292,3.142084,0.044221,0.000020
1293,3.142091,0.044266,0.000020
1294,3.142096,0.044272,0.000020
1295,3.142076,0.044247,0.000020
1296,3.142068,0.044204,0.000020
1297,3.142063,0.044167,0.000020
1298,3.142083,0.044141,0.000020
1299,3.142085,0.044146,0.000020
1300,3.142089,0.044126,0.000020
1301,3.141863,0.044090,0.000020
1302,3.141853,0.044067,0.000020
1303,3.141814,0.043976,0.000020
1304,3.141822,0.043887,0.000020
1305,3.141873,0.043864,0.000020
1306,3.141868,0.043803,0.000020
1307,3.141873,0.043826,0.000021
1308,3.141859,0.043828,0.000020
1309,3.141870,0.043851,0.000021
1310,3.141866,0.043798,0.000021
1311,3.141870,0.043844,0.000021
1312,3.141866,0.043759,0.000021
1313,3.141874,0.043706,0.000020
1314,3.141851,0.043771,0.000021
1315,3.141862,0.043800,0.000020
1316,3.141851,0.043779,0.000021
1317,3.141834,0.043725,0.000021
1318,3.141833,0.043680,0.000021
1319,3.141813,0.043680,0.000021
1320,3.141815,0.043664,0.000021
1321,3.141814,0.043661,0.000021
1322,3.141812,0.043656,0.000021
1323,3.141823,0.043657,0.000021
1324,3.141840,0.043591,0.000021
1325,3.141823,0.043526,0.000021
1326,3.141816,0.043548,0.000021
1327,3.141803,0.043506,0.000021
1328,3.141807,0.043533,0.000021
1329,3.141794,0.043551,0.000021
1330,3.141823,0.043522,0.000021
1331,3.141824,0.043463,0.000021
1332,3.141847,0.043498,0.000021
1333,3.141848,0.043462,0.000021
1334,3.141817,0.043441,0.000021
1335,3.141816,0.043433,0.000021
1336,3.141799,0.043368,0.000021
1337,3.141789,0.043353,0.000021
1338,3.141800,0.043347,0.000021
1339,3.141792,0.043289,0.000021
1340,3.141806,0.043272,0.000021
1341,3.141811,0.043298,0.000021
1342,3.141827,0.043307,0.000021
1343,3.141826,0.043325,0.000021
1344,3.141821,0.043325,0.000021
1345,3.141820,0.043305,0.000021
1346,3.141819,0.043299,0.000021
1347,3.141826,0.043241,0.000021
1348,3.141864,0.043210,0.000021
1349,3.141853,0.043162,0.000021
1350,3.141873,0.043133,0.000021
1351,3.141859,0.043155,0.000021
1352,3.141864,0.043212,0.000022
1353,3.141874,0.043131,0.000021
1354,3.141888,0.043174,0.000022
1355,3.141883,0.043170,0.000021
1356,3.141891,0.043178,0.000021
1357,3.141898,0.043116,0.000021
1358,3.141894,0.043099,0.000021
1359,3.141919,0.043133,0.000021
1360,3.141915,0.043114,0.000021
1361,3.141919,0.043118,0.000021
1362,3.141921,0.043065,0.000021
1363,3.141913,0.043094,0.000022
1364,3.141906,0.043112,0.000021
1365,3.141911,0.043075,0.000021
1366,3.141924,0.043030,0.000021
1367,3.141928,0.043034,0.000022
1368,3.141930,0.043020,0.000022
1369,3.141934,0.043031,0.000022
1370,3.141936,0.042972,0.000022
1371,3.141987,0.042981,0.000022
1372,3.142003,0.042898,0.000022
1373,3.142007,0.042966,0.000022
1374,3.142000,0.042992,0.000022
1375,3.141987,0.042953,0.000022
1376,3.141968,0.043019,0.000021
1377,3.141964,0.042996,0.000022
1378,3.141968,0.043066,0.000022
1379,3.141978,0.042986,0.000022
1380,3.141988,0.042927,0.000022
1381,3.142007,0.042974,0.000022
1382,3.141928,0.042976,0.000022
1383,3.141920,0.042954,0.000022
1384,3.141922,0.042930,0.000022
1385,3.141918,0.042905,0.000022
1386,3.141934,0.042897,0.000022
1387,3.141918,0.042834,0.000022
1388,3.141905,0.042810,0.000022
1389,3.141912,0.042727,0.000022
1390,3.141891,0.042722,0.000022
1391,3.141904,0.042745,0.000022
1392,3.141822,0.042752,0.000022
1393,3.141829,0.042689,0.000022
1394,3.141819,0.042651,0.000022
1395,3.141827,0.042572,0.000022
1396,3.141819,0.042551,0.000022
1397,3.141804,0.042503,0.000022
1398,3.141794,0.042482,0.000022
1399,3.141781,0.042463,0.000022
1400,3.141789,0.042481,0.000022
1401,3.141802,0.042446,0.000022
1402,3.141797,0.042417,0.000022
1403,3.141799,0.042388,0.000022
1404,3.141795,0.042439,0.000023
1405,3.141762,0.042441,0.000023
1406,3.141789,0.042441,0.000023
1407,3.141780,0.042413,0.000023
1408,3.141770,0.042430,0.000023
1409,3.141760,0.042429,0.000023
1410,3.141765,0.042367,0.000023
1411,3.141732,0.042339,0.000024
1412,3.141734,0.042358,0.000023
1413,3.141735,0.042380,0.000023
1414,3.141737,0.042285,0.000022
1415,3.141739,0.042316,0.000023
1416,3.141734,0.042289,0.000022
1417,3.141736,0.042295,0.000023
1418,3.141740,0.042235,0.000022
1419,3.141711,0.042225,0.000023
1420,3.141727,0.042280,0.000038
1421,3.141745,0.042260,0.000022
1422,3.141727,0.042239,0.000022
1423,3.141726,0.042301,0.000023
1424,3.141728,0.042289,0.000022
1425,3.141698,0.042287,0.000022
1426,3.141697,0.042252,0.000022
1427,3.141693,0.042263,0.000022
1428,3.141697,0.042254,0.000038
1429,3.141688,0.042203,0.000022
1430,3.141701,0.042192,0.000022
1431,3.141711,0.042225,0.000022
1432,3.141606,0.042216,0.000022
1433,3.141616,0.042162,0.000022
1434,3.141612,0.042134,0.000023
1435,3.141642,0.042096,0.000022
1436,3.141649,0.042090,0.000023
1437,3.141642,0.042113,0.000023
1438,3.141630,0.042175,0.000023
1439,3.141629,0.042142,0.000023
1440,3.141631,0.042131,0.000023
1441,3.141638,0.042098,0.000023
1442,3.141612,0.042086,0.000023
1443,3.141597,0.042061,0.000023
1444,3.141604,0.042074,0.000023
1445,3.141619,0.042077,0.000023
1446,3.141546,0.042057,0.000023
1447,3.141545,0.042049,0.000022
1448,3.141575,0.042032,0.000023
1449,3.141554,0.041988,0.000023
1450,3.141550,0.041964,0.000023
1451,3.141541,0.041928,0.000023
1452,3.141752,0.041920,0.000023
1453,3.141740,0.041877,0.000023
1454,3.141755,0.041877,0.000023
1455,3.141737,0.041900,0.000023
1456,3.141731,0.041906,0.000023
1457,3.141732,0.041875,0.000023
1458,3.141770,0.041868,0.000023
1459,3.141755,0.041877,0.000023
1460,3.141759,0.041817,0.000023
1461,3.141758,0.041772,0.000023
1462,3.141705,0.041763,0.000023
1463,3.141681,0.041783,0.000023
1464,3.141699,0.041772,0.000023
1465,3.141728,0.041778,0.000023
1466,3.141724,0.041756,0.000023
1467,3.141734,0.041690,0.000023
1468,3.141738,0.041609,0.000023
1469,3.141737,0.041586,0.000023
1470,3.141739,0.041587,0.000023
1471,3.141762,0.041602,0.000023
1472,3.141753,0.041520,0.000023
1473,3.141752,0.041493,0.000023
1474,3.141742,0.041468,0.000023
1475,3.141755,0.041387,0.000023
1476,3.141759,0.041376,0.000023
1477,3.141768,0.041326,0.000023
1478,3.141770,0.041326,0.000023
1479,3.141771,0.041318,0.000023
1480,3.141749,0.041316,0.000023
1481,3.141745,0.041262,0.000024
1482,3.141660,0.041296,0.000023
1483,3.141651,0.041350,0.000023
1484,3.141639,0.041296,0.000023
1485,3.141673,0.041257,0.000023
1486,3.141685,0.041281,0.000023
1487,3.141670,0.041262,0.000023
1488,3.141707,0.041265,0.000023
1489,3.141692,0.041211,0.000023
1490,3.141694,0.041227,0.000023
1491,3.141698,0.041190,0.000024
1492,3.141692,0.041247,0.000024
1493,3.141696,0.041199,0.000023
1494,3.141604,0.041244,0.000024
1495,3.141597,0.041222,0.000024
1496,3.141594,0.041246,0.000025
1497,3.141585,0.041233,0.000024
1498,3.141447,0.041152,0.000025
1499,3.141457,0.041109,0.000024
1500,3.141464,0.041092,0.000024
1501,3.141463,0.041100,0.000041
1502,3.141454,0.041060,0.000025
1503,3.141453,0.041060,0.000024
1504,3.141460,0.041062,0.000024
1505,3.141456,0.041070,0.000024
1506,3.141456,0.041055,0.000024
1507,3.141457,0.041019,0.000024
1508,3.141467,0.041030,0.000024
1509,3.141421,0.041042,0.000023
1510,3.141433,0.040995,0.000024
1511,3.141456,0.040970,0.000024
1512,3.141452,0.040941,0.000024
1513,3.141470,0.040918,0.000024
1514,3.141480,0.040977,0.000024
1515,3.141489,0.040990,0.000024
1516,3.141485,0.040951,0.000024
1517,3.141545,0.040957,0.000023
1518,3.141539,0.040943,0.000024
1519,3.141548,0.040890,0.000024
1520,3.141553,0.040907,0.000024
1521,3.141567,0.040893,0.000024
1522,3.141574,0.040866,0.000024
1523,3.141581,0.040863,0.000024
1524,3.141604,0.040899,0.000024
1525,3.141605,0.040876,0.000025
1526,3.141607,0.040924,0.000024
1527,3.141614,0.040902,0.000024
1528,3.141599,0.040887,0.000024
1529,3.141604,0.040881,0.000024
1530,3.141610,0.040884,0.000025
1531,3.141609,0.040833,0.000025
1532,3.141608,0.040796,0.000025
1533,3.141610,0.040797,0.000025
1534,3.141622,0.040715,0.000025
1535,3.141618,0.040681,0.000025
1536,3.141620,0.040647,0.000024
1537,3.141619,0.040639,0.000024
1538,3.141623,0.040597,0.000024
1539,3.141609,0.040582,0.000024
1540,3.141608,0.040602,0.000024
1541,3.141607,0.040543,0.000025
1542,3.141611,0.040571,0.000025
1543,3.141623,0.040543,0.000041
1544,3.141627,0.040546,0.000024
1545,3.141683,0.040515,0.000025
1546,3.141594,0.040528,0.000025
1547,3.141595,0.040546,0.000025
1548,3.141602,0.040503,0.000025
1549,3.141611,0.040503,0.000024
1550,3.141608,0.040491,0.000024
1551,3.141607,0.040479,0.000024
1552,3.141621,0.040435,0.000024
1553,3.141610,0.040459,0.000024
1554,3.141616,0.040470,0.000024
1555,3.141644,0.040447,0.000024
1556,3.141656,0.040390,0.000024
1557,3.141675,0.040337,0.000024
1558,3.141671,0.040306,0.000024
1559,3.141691,0.040309,0.000025
1560,3.141692,0.040276,0.000025
1561,3.141676,0.040231,0.000025
1562,3.141672,0.040235,0.000025
1563,3.141669,0.040189,0.000024
1564,3.141647,0.040168,0.000024
1565,3.141633,0.040199,0.000024
1566,3.141612,0.040223,0.000024
1567,3.141652,0.040223,0.000025
1568,3.141661,0.040185,0.000024
1569,3.141667,0.040157,0.000024
1570,3.141674,0.040127,0.000024
1571,3.141670,0.040119,0.000024
1572,3.141659,0.040138,0.000024
1573,3.141671,0.040099,0.000024
1574,3.141677,0.040099,0.000024
1575,3.141671,0.040057,0.000024
1576,3.141678,0.040032,0.000024
1577,3.141712,0.040044,0.000024
1578,3.141714,0.040012,0.000024
1579,3.141705,0.040010,0.000024
1580,3.141706,0.040015,0.000024
1581,3.141703,0.040022,0.000024
1582,3.141707,0.040065,0.000025
1583,3.141711,0.039976,0.000025
1584,3.141697,0.040016,0.000025
1585,3.141716,0.039982,0.000025
1586,3.141738,0.039983,0.000025
1587,3.141742,0.039987,0.000024
1588,3.141748,0.039968,0.000024
1589,3.141755,0.039954,0.000024
1590,3.141743,0.039935,0.000024
1591,3.141750,0.039966,0.000024
1592,3.141751,0.039979,0.000024
1593,3.141765,0.039968,0.000025
1594,3.141774,0.039951,0.000024
1595,3.141773,0.039897,0.000025
1596,3.141772,0.039922,0.000024
1597,3.141726,0.039866,0.000025
1598,3.141720,0.039852,0.000025
1599,3.141711,0.039814,0.000025
1600,3.141698,0.039772,0.000025
1601,3.141704,0.039787,0.000025
1602,3.141685,0.039855,0.000025
1603,3.141699,0.039830,0.000025
1604,3.141721,0.039808,0.000025
1605,3.141727,0.039807,0.000025
1606,3.141738,0.039854,0.000025
1607,3.141747,0.039828,0.000025
