#t		nrmu		nrmv
0.00000	121682.15056	4909.06240
6.25000	215613.81887	4056.14057
12.50000	320488.66029	3081.11781
18.75000	302621.53763	2274.66067
25.00000	294033.04720	1680.22147
31.25000	281886.04728	1364.04240
37.50000	269618.79058	1274.29692
43.75000	257371.33713	1359.95717
50.00000	245073.48539	1577.12815
56.25000	232530.03879	1887.40740
62.50000	220417.64184	2255.67737
68.75000	208798.42370	2659.26135
75.00000	197165.14080	3083.28853
81.25000	185351.00963	3512.05488
87.50000	173103.05885	3930.85377
93.75000	160002.87763	4325.82417
100.00000	145237.65099	4682.64162
106.25000	126873.07395	4983.10271
112.50000	98773.38985	5193.15068
118.75000	43476.32823	5193.27282
125.00000	17005.75853	4671.10040
131.25000	24396.17957	3852.32475
137.50000	22442.47103	3142.72276
143.75000	20620.06776	2555.64242
150.00000	18991.51427	2072.01508
156.25000	17538.36415	1675.42746
162.50000	16241.55336	1351.80298
168.75000	15089.20492	1089.08931
175.00000	14065.62082	877.03400
181.25000	13163.28905	706.93995
187.50000	12367.32387	571.45450
193.75000	11668.93114	464.37815
200.00000	11062.06990	380.49946
206.25000	10534.76692	315.45681
212.50000	10082.30705	265.61219
218.75000	9698.58350	227.94265
225.00000	9375.94956	199.95236
231.25000	9111.20710	179.58979
237.50000	8898.42637	165.17876
243.75000	8732.75393	155.36336
250.00000	8612.18926	149.05087
256.25000	8528.91830	145.37370
262.50000	8483.77937	143.64670
268.75000	8468.82614	143.33835
275.00000	8483.34398	144.04040
281.25000	8522.67560	145.44657
287.50000	8583.61162	147.33003
293.75000	8662.74643	149.52915
300.00000	8759.13144	151.93015
306.25000	8871.50365	154.46182
312.50000	9035.35056	157.09943
318.75000	9193.27326	159.84478
325.00000	9347.43090	162.67032
331.25000	9510.76243	165.56576
337.50000	9679.35768	168.53401
343.75000	9855.64554	171.58119
350.00000	10037.58037	174.71682
356.25000	10222.76528	177.95007
362.50000	10414.74012	181.28874
368.75000	10609.20390	184.74110
375.00000	10807.77911	188.31253
381.25000	11011.44811	192.00788
387.50000	11216.21832	195.83051
393.75000	11425.67981	199.78028
400.00000	11636.79469	203.85551
406.25000	11847.03104	208.04753
412.50000	12054.81533	212.33231
418.75000	12238.03647	216.61585
425.00000	12441.97816	220.56187
431.25000	12657.25708	224.32005
437.50000	12871.73161	228.09187
443.75000	13091.02433	231.89932
450.00000	13312.74112	235.75279
456.25000	13536.51348	239.65814
462.50000	13765.47303	243.61955
468.75000	13995.56930	247.64086
475.00000	14229.54544	251.72345
481.25000	14467.63797	255.86922
487.50000	14706.79605	260.07921
493.75000	14951.22035	264.35328
500.00000	15198.12367	268.69237
506.25000	15447.36825	273.09597
512.50000	15701.98773	277.56371
518.75000	15957.97958	282.09611
525.00000	16218.30604	286.69245
531.25000	16483.01339	291.35349
