#t		nrmu		nrmv
0.00000	3996928.70655	165732.94631
6.25000	6862662.05661	137049.95997
12.50000	10184008.11075	104065.81312
18.75000	9461120.18949	75815.16478
25.00000	9186571.90898	53882.98863
31.25000	8795976.92111	41339.91174
37.50000	8411681.79633	36480.48144
43.75000	8034451.55601	37636.73421
50.00000	7662713.10878	43392.82098
56.25000	7293931.08334	52546.26827
62.50000	6930690.23955	64067.79704
68.75000	6571305.94417	77134.31495
75.00000	6209956.35209	91078.40883
81.25000	5841748.86984	105315.14954
87.50000	5459128.88308	119332.67133
93.75000	5049237.08721	132666.15037
100.00000	4586865.34624	144851.03134
106.25000	4011790.33791	155317.38413
112.50000	3130342.67327	163030.48546
118.75000	1300658.11989	164311.63770
125.00000	366653.85136	148351.01747
131.25000	635190.45056	121884.70857
137.50000	573496.56278	98880.69351
143.75000	514612.73712	79880.12988
150.00000	460936.10672	64247.49189
156.25000	412114.04355	51437.03359
162.50000	367788.53721	40984.17792
168.75000	327637.87785	32494.32809
175.00000	291336.28234	25633.14044
181.25000	258620.40068	20118.02310
187.50000	229198.27961	15710.79029
193.75000	202828.30429	12211.25556
200.00000	179296.96267	9451.69990
206.25000	158369.02093	7292.11950
212.50000	139860.94257	5616.08920
218.75000	123589.67340	4327.19899
225.00000	109370.54243	3346.01999
231.25000	97049.04107	2607.45290
237.50000	86460.20637	2058.46223
243.75000	77448.13711	1656.15608
250.00000	69876.25985	1366.08574
256.25000	63577.98297	1160.85031
262.50000	58438.60397	1018.84818
268.75000	54296.93921	923.25487
275.00000	51037.26586	861.12107
281.25000	48526.48271	822.63318
287.50000	46645.99215	800.46538
293.75000	45282.96152	789.26366
300.00000	44345.33491	785.18325
306.25000	43730.36108	785.55128
312.50000	43413.83730	788.56456
318.75000	43263.37516	793.05986
325.00000	43229.69223	798.27012
331.25000	43297.75874	803.73694
337.50000	43414.35532	809.21602
343.75000	43577.93766	814.58101
350.00000	43765.68950	819.79036
356.25000	43958.26163	824.84227
362.50000	44171.73926	829.75284
368.75000	44380.19658	834.55590
375.00000	44592.95725	839.27862
381.25000	44815.54873	843.95177
387.50000	45027.18817	848.60420
393.75000	45250.37222	853.25313
400.00000	45471.69101	857.91910
406.25000	45685.14826	862.60842
412.50000	45905.06606	867.30964
418.75000	46090.63068	871.94454
425.00000	46298.57703	876.18366
431.25000	46522.30076	880.18726
437.50000	46734.68481	884.16565
443.75000	46960.32366	888.14387
450.00000	47185.03132	892.14139
456.25000	47406.58266	896.16687
462.50000	47642.76864	900.22730
468.75000	47870.70258	904.33310
475.00000	48105.50259	908.48471
481.25000	48348.74429	912.68823
487.50000	48583.22347	916.94755
493.75000	48832.07343	921.26087
500.00000	49079.78328	925.63418
506.25000	49325.48723	930.06605
512.50000	49586.03716	934.55624
518.75000	49838.53544	939.10922
