#t		nrmu		nrmv
0.00000	3496162.04337	144912.85742
6.25000	6005711.35993	119831.65445
12.50000	8912520.70580	90991.74838
18.75000	8281974.54574	66303.02080
25.00000	8041707.02569	47149.87553
31.25000	7699931.47217	36206.23565
37.50000	7363532.98819	31980.36463
43.75000	7033230.53357	33013.16625
50.00000	6707636.73242	38065.83143
56.25000	6384479.65336	46085.74121
62.50000	6066289.41009	56170.87229
68.75000	5751640.65626	67602.33117
75.00000	5435293.49154	79798.75415
81.25000	5112961.05545	92249.42434
87.50000	4778025.55337	104506.99522
93.75000	4419227.63971	116165.01602
100.00000	4014498.82224	126817.07285
106.25000	3511119.62899	135964.30348
112.50000	2739585.22278	142700.59005
118.75000	1139297.23645	143805.04348
125.00000	323103.59067	129828.90403
131.25000	557677.83231	106672.76934
137.50000	503681.63514	86546.82562
143.75000	452160.31663	69923.09649
150.00000	405205.49888	56245.76739
156.25000	362506.98711	45037.51448
162.50000	323749.20408	35891.97392
168.75000	288649.72246	28463.96720
175.00000	256921.17677	22461.00700
181.25000	228333.46396	17635.86604
187.50000	202628.66776	13780.15699
193.75000	179594.87470	10718.72981
200.00000	159045.48754	8304.83439
206.25000	140772.72329	6415.96619
212.50000	124616.37766	4950.24787
218.75000	110416.06397	3823.31205
225.00000	98009.36327	2965.64920
231.25000	87261.65595	2320.28737
237.50000	78028.21119	1840.81008
243.75000	70172.51707	1489.67808
250.00000	63575.91072	1236.73983
256.25000	58091.45322	1058.01272
262.50000	53620.51698	934.58914
268.75000	50020.77403	851.74338
275.00000	47192.11614	798.14147
281.25000	45017.83673	765.19484
287.50000	43394.36193	746.49256
293.75000	42223.00116	737.35061
300.00000	41423.91385	734.40578
306.25000	40906.83580	735.32219
312.50000	40656.16153	738.52726
318.75000	40548.68589	743.00994
325.00000	40541.83755	748.10051
331.25000	40624.86552	753.40031
337.50000	40749.99009	758.69924
343.75000	40917.09121	763.88991
350.00000	41105.74758	768.93951
356.25000	41298.43745	773.84957
362.50000	41510.55904	778.63679
368.75000	41718.06667	783.33356
375.00000	41929.77312	787.96556
381.25000	42150.89702	792.56164
387.50000	42362.00272	797.14866
393.75000	42584.10695	801.74248
400.00000	42804.62156	806.36188
406.25000	43017.82479	811.01200
412.50000	43236.78609	815.68040
418.75000	43422.16599	820.28760
425.00000	43629.79673	824.50362
431.25000	43852.85485	828.48787
437.50000	44065.40373	832.44998
443.75000	44290.54238	836.41474
450.00000	44515.01429	840.40090
456.25000	44736.74072	844.41691
462.50000	44972.35708	848.46954
468.75000	45200.46147	852.56868
475.00000	45435.19654	856.71485
481.25000	45678.03235	860.91382
487.50000	45912.88034	865.16925
493.75000	46161.38145	869.47948
500.00000	46409.02772	873.85009
506.25000	46655.01077	878.27973
512.50000	46915.09322	882.76815
518.75000	47167.86688	887.31950
525.00000	47428.40034	891.93023
531.25000	47696.93865	896.60357
537.50000	47958.36040	901.34126
543.75000	48234.21801	906.14083
550.00000	48509.05049	911.00784
556.25000	48783.51296	915.94087
562.50000	49072.36388	920.94056
568.75000	49354.24206	926.01173
575.00000	49645.32160	931.15182
