cores,mean,std,count,stderr,speedup,speedup_error,efficiency,efficiency_error
1,618.453186125,4.833205953265182,8,1.7087963522125007,1.0,0.0027630164910608505,1.0,0.0027630164910608505
2,410.12780925,2.3215001002236013,8,0.8207742316966791,1.5079523313865604,0.0030178114926963347,0.7539761656932802,0.0015089057463481674
4,427.257025875,2.125043906323787,8,0.7513164782403501,1.447496819644897,0.0025453723331348628,0.36187420491122424,0.0006363430832837157
6,417.85548074999997,5.905058039377432,8,2.0877532914719605,1.4800647942081588,0.007394925489917375,0.24667746570135982,0.0012324875816528958
8,501.9874575,1.582990074593836,8,0.55967150814815,1.232009240240828,0.0013735810710729574,0.1540011550301035,0.00017169763388411968
10,513.834512875,30.1004546730891,8,10.642117808069802,1.2036038269688016,0.02492805251476297,0.12036038269688017,0.002492805251476297
12,439.3258295,8.330194988052906,8,2.9451686823292005,1.407732358529582,0.00943720805162162,0.11731102987746517,0.0007864340043018016
14,531.7036929999999,11.522588768888413,8,4.073850327652474,1.1631538284707759,0.008911946009797417,0.08308241631934113,0.0006365675721283869
16,514.37490025,23.995360312592844,8,8.483640997024477,1.2023393556419941,0.01983031334713812,0.07514620972762463,0.0012393945841961324
20,320.542630875,6.952709183087472,8,2.4581539054895662,1.9293944909504857,0.014795999490655862,0.09646972454752428,0.0007397999745327931
24,478.657204125,9.301234477398356,8,3.2884829861872453,1.2920586607602644,0.00887673451156585,0.05383577753167768,0.0003698639379819104
28,433.247017125,16.343324551705336,8,5.778237808821717,1.4274840026112967,0.019038427754476495,0.050981571521832025,0.0006799438483741605
32,503.6395175,16.13825825311698,8,5.705735923659391,1.2279679505590027,0.013911658249904707,0.03837399845496883,0.0004347393203095221
36,298.490057875,1.9566460994227874,8,0.6917788626420303,2.0719389802389747,0.004801914011533494,0.05755386056219374,0.00013338650032037482
40,425.600116125,11.2680909936157,8,3.983871776306362,1.4531320897087314,0.013602185948970526,0.03632830224271828,0.00034005464872426317
44,326.6279235,3.934281540787338,8,1.3909785782938926,1.893448605060859,0.008063445465770498,0.04303292284229225,0.00018326012422205677
48,518.168375125,9.079557712993857,8,3.2101084145162884,1.1935371122867309,0.007394089857886146,0.02486535650597356,0.00015404353870596138
52,466.4783105,10.80629723273173,8,3.8206030263910145,1.3257919440286603,0.01085865001588477,0.025495998923628083,0.00020882019261316866
56,480.885481875,17.945565209306935,8,6.344715425863159,1.286071652056568,0.016968195042514612,0.022965565215295858,0.0003030034829020466
60,465.690361125,13.529115483915898,8,4.783264651066426,1.3280351876533594,0.013640702704537176,0.022133919794222655,0.00022734504507561961
64,427.610447875,7.065056967175467,8,2.497874845479518,1.4463004568723437,0.008448524932400687,0.02259844463863037,0.00013200820206876073
