1	9.594169e-04	1000000	4.612e+30
2	1.656929e-03	2000000	1.845e+31
3	2.357429e-03	3000000	4.151e+31
4	2.402253e-03	4000000	7.379e+31
5	2.598402e-03	5000000	1.153e+32
6	3.906545e-03	6000000	1.66e+32
7	4.412016e-03	7000000	2.26e+32
8	4.954127e-03	8000000	2.951e+32
9	5.085524e-03	9000000	3.735e+32
10	6.105626e-03	10000000	4.612e+32
11	6.494748e-03	11000000	5.58e+32
12	6.846410e-03	12000000	6.641e+32
13	6.994659e-03	13000000	7.794e+32
14	7.983692e-03	14000000	9.039e+32
15	8.303082e-03	15000000	1.038e+33
16	8.694590e-03	16000000	1.181e+33
17	8.712223e-03	17000000	1.333e+33
18	8.502437e-03	18000000	1.494e+33
19	8.548064e-03	19000000	1.665e+33
20	8.656498e-03	20000000	1.845e+33
21	8.738512e-03	21000000	2.034e+33
22	8.578732e-03	22000000	2.232e+33
23	8.650256e-03	23000000	2.44e+33
24	8.650576e-03	24000000	2.656e+33
25	8.625469e-03	25000000	2.882e+33
26	8.661617e-03	26000000	3.117e+33
27	8.661478e-03	27000000	3.362e+33
28	8.687626e-03	28000000	3.616e+33
29	8.609900e-03	29000000	3.878e+33
30	8.626001e-03	30000000	4.151e+33
31	8.615721e-03	31000000	4.432e+33
32	8.868577e-03	32000000	4.722e+33
