1	9.546671e-04	1000000	4.612e+30
2	9.516208e-04	2000000	1.845e+31
3	9.490168e-04	3000000	4.151e+31
4	9.602080e-04	4000000	7.379e+31
5	9.514010e-04	5000000	1.153e+32
6	9.629843e-04	6000000	1.66e+32
7	9.517018e-04	7000000	2.26e+32
8	1.166767e-03	8000000	2.951e+32
9	1.629147e-03	9000000	3.735e+32
10	1.633726e-03	10000000	4.612e+32
11	2.537488e-03	11000000	5.58e+32
12	3.032850e-03	12000000	6.641e+32
13	4.167807e-03	13000000	7.794e+32
14	5.319185e-03	14000000	9.039e+32
15	5.390899e-03	15000000	1.038e+33
16	5.349321e-03	16000000	1.181e+33
17	5.937609e-03	17000000	1.333e+33
18	6.339916e-03	18000000	1.494e+33
19	6.868261e-03	19000000	1.665e+33
20	7.866610e-03	20000000	1.845e+33
21	7.771552e-03	21000000	2.034e+33
22	8.238271e-03	22000000	2.232e+33
23	8.472772e-03	23000000	2.44e+33
24	8.890489e-03	24000000	2.656e+33
25	8.821699e-03	25000000	2.882e+33
26	8.824624e-03	26000000	3.117e+33
27	8.798465e-03	27000000	3.362e+33
28	8.787354e-03	28000000	3.616e+33
29	8.819555e-03	29000000	3.878e+33
30	8.809736e-03	30000000	4.151e+33
31	8.800459e-03	31000000	4.432e+33
32	8.851414e-03	32000000	4.722e+33
