threads,N,time,copy_time,iter
1,1048576,0.8627726258710027,0.0005498562198640,440
2,1048576,0.6430401531979442,0.0003215394025161,440
3,1048576,0.5532006425783038,0.0002488566731865,440
4,1048576,0.9551360290497541,0.0007604327158664,440
5,1048576,0.8266812944784760,0.0005983678518202,440
6,1048576,0.7713955808430910,0.0005222471663728,440
7,1048576,0.7538657514378428,0.0005182941063223,440
8,1048576,0.7393810842186213,0.0005061877743256,440
