threads,N,time,copy_time,iter
1,1024,0.4737074663862586,0.0000005916237881,246611
2,1024,0.5802021818235517,0.0000008200195929,246611
3,1024,0.5706431372091174,0.0000007815540835,246611
4,1024,1.7780258664861321,0.0000031714466785,246611
5,1024,2.0730057125911117,0.0000036323133905,246611
6,1024,2.2044876143336296,0.0000039194086659,246611
7,1024,1.8818570571020246,0.0000033559111775,246611
8,1024,2.3669231776148081,0.0000044001984512,246611
