10000,1,0.082838
10000,4,0.027290
10000,16,0.027716
10000,64,0.032879
10000,256,0.044129
10000,1024,0.048944
10000,4096,0.069330
10000,16384,0.102885
10000,65536,0.214297
10000,262144,0.366152
10000,1048576,1.088115
10000,4194304,4.010224
10000,16777216,15.858396
10000,67108864,63.318491
