10000,1,0.019840
10000,4,0.019704
10000,16,0.019660
10000,64,0.019990
10000,256,0.026110
10000,1024,0.038259
10000,4096,0.056460
10000,16384,0.138995
10000,65536,0.466055
10000,262144,0.981216
10000,1048576,3.114247
10000,4194304,10.538905
10000,16777216,39.887643
10000,67108864,143.406089
